question_id,evaluation_question,expected_focus,expected_qtype,primary_expected_qa_uid,candidate_qa_uid,candidate_doc_uid,candidate_source,candidate_question,candidate_focus,candidate_qtype,candidate_answer_preview,included_as_relevant
eval_0133,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,7_SeniorHealth_QA::0000016::0000016-1,7_SeniorHealth_QA::0000016::0000016-7,7_SeniorHealth_QA::0000016::0000016,NIHSeniorHealth,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,"The four stages of diabetic retinopathy are - mild nonproliferative retinopathy - moderate nonproliferative retinopathy - severe nonproliferative retinopathy - proliferative retinopathy mild nonproliferative retinopathy moderate nonproliferative retinopathy severe nonproliferative retinopathy proliferative retinopathy Nonproliferative retinopathy. At this earliest stage, microaneurysms occur. They are small areas of balloon-like swelling in the retina's tiny blood vessels. Moderate nonproliferat",True
eval_0140,What are the treatments for Progressive Supranuclear Palsy ?,Progressive Supranuclear Palsy,treatment,6_NINDS_QA::0000242::0000242-2,3_GHR_QA::0000832::0000832-5,3_GHR_QA::0000832::0000832,GHR,What are the treatments for progressive supranuclear palsy ?,progressive supranuclear palsy,treatment,"These resources address the diagnosis or management of progressive supranuclear palsy: - Gene Review: Gene Review: MAPT-Related Disorders - Genetic Testing Registry: Progressive supranuclear ophthalmoplegia - NHS Choices (UK): Diagnosis of Progressive Supranuclear Palsy - NHS Choices (UK): Treatment of Progressive Supranuclear Palsy - Partners in Parkinson's: Movement Disorder Specialist Finder - University of California, San Francisco (UCSF) Memory and Aging Center These resources from MedlineP",True
eval_0140,What are the treatments for Progressive Supranuclear Palsy ?,Progressive Supranuclear Palsy,treatment,6_NINDS_QA::0000242::0000242-2,6_NINDS_QA::0000242::0000242-2,6_NINDS_QA::0000242::0000242,NINDS,What are the treatments for Progressive Supranuclear Palsy ?,Progressive Supranuclear Palsy,treatment,"There is currently no effective treatment for PSP, although scientists are searching for better ways to manage the disease. In some patients the slowness, stiffness, and balance problems of PSP may respond to antiparkinsonian agents such as levodopa, or levodopa combined with anticholinergic agents, but the effect is usually temporary. The speech, vision, and swallowing difficulties usually do not respond to any drug treatment.. Another group of drugs that has been of some modest success in PSP ",True
eval_0142,Is Neutral lipid storage disease with myopathy inherited ?,Neutral lipid storage disease with myopathy,inheritance,2_GARD_QA::0004401::0004401-4,2_GARD_QA::0004401::0004401-4,2_GARD_QA::0004401::0004401,GARD,Is Neutral lipid storage disease with myopathy inherited ?,Neutral lipid storage disease with myopathy,inheritance,"How is neutral lipid storage disease with myopathy inherited? This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",True
eval_0142,Is Neutral lipid storage disease with myopathy inherited ?,Neutral lipid storage disease with myopathy,inheritance,2_GARD_QA::0004401::0004401-4,3_GHR_QA::0000729::0000729-4,3_GHR_QA::0000729::0000729,GHR,Is neutral lipid storage disease with myopathy inherited ?,neutral lipid storage disease with myopathy,inheritance,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",True
eval_0148,What causes Wilson Disease ?,Wilson Disease,causes,5_NIDDK_QA::0000133::0000133-3,2_GARD_QA::0006449::0006449-3,2_GARD_QA::0006449::0006449,GARD,What causes Wilson disease ?,Wilson disease,causes,"What causes Wilson disease? Wilson disease is caused by changes (mutations) in the ATP7B gene. This gene encodes a protein that plays an important role in the transport of copper from the liver to the rest of the body. It also helps remove excess copper from the body. Mutations in the ATP7B gene prevent this protein from working properly, which can lead to an accumulation of copper in the body. Because high levels of copper are toxic, this buildup can damage tissues and organs and cause the many",True
eval_0148,What causes Wilson Disease ?,Wilson Disease,causes,5_NIDDK_QA::0000133::0000133-3,5_NIDDK_QA::0000133::0000133-3,5_NIDDK_QA::0000133::0000133,NIDDK,What causes Wilson Disease ?,Wilson Disease,causes,"Wilson disease is caused by an inherited autosomal recessive mutation, or change, in the ATP7B gene. In an autosomal recessive disease, the child has to inherit the gene mutation from both parents to have an increased likelihood for the disease. The chance of a child inheriting autosomal recessive mutations from both parents with a gene mutation is 25 percent, or one in four. If only one parent carries the mutated gene, the child will not get the disease, although the child may inherit one copy ",True
eval_0150,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,7_SeniorHealth_QA::0000050::0000050-15,7_SeniorHealth_QA::0000050::0000050-13,7_SeniorHealth_QA::0000050::0000050,NIHSeniorHealth,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,"Some risk factors for osteoporosis cannot be changed. These include - Gender. Women are at higher risk for osteoporosis than men. They have smaller bones and lose bone more rapidly than men do because of hormone changes that occur after menopause. Therefore, if you are a woman, you are at higher risk for osteoporosis. - Age. Because bones become thinner with age, the older you are, the greater your risk of osteoporosis. - Ethnicity. Caucasian and Asian women are at the highest risk for osteoporo",True
eval_0150,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,7_SeniorHealth_QA::0000050::0000050-15,7_SeniorHealth_QA::0000050::0000050-14,7_SeniorHealth_QA::0000050::0000050,NIHSeniorHealth,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,"Here are risk factors for osteoporosis that you can control. - Poor diet. Getting too little calcium over your lifetime can increase your risk for osteoporosis. Not getting enough vitamin D -- either from your diet, supplements, or sunlight -- can also increase your risk for osteoporosis. Vitamin D is important because it helps the body absorb calcium. An overall diet adequate in protein and other vitamins and minerals is also essential for bone health. - Physical inactivity. Not exercising and ",True
eval_0150,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,7_SeniorHealth_QA::0000050::0000050-15,7_SeniorHealth_QA::0000050::0000050-15,7_SeniorHealth_QA::0000050::0000050,NIHSeniorHealth,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,"If you have any of these red flags, you could be at high risk for weak bones. Talk to your doctor, nurse, pharmacist, or other health care professional. Do any of these apply to you? - ____ Im older than 65. - ____ Ive broken a bone after age 50. - ____ My close relative has osteoporosis or has broken a bone. - ____ My health is fair or poor. - ____ I smoke. - ____ I am underweight for my height. - ____ I started menopause before age 45. - ____ Ive never gotten enough calcium. - ____ I have more",True
eval_0150,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,7_SeniorHealth_QA::0000050::0000050-15,7_SeniorHealth_QA::0000050::0000050-16,7_SeniorHealth_QA::0000050::0000050,NIHSeniorHealth,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,"Women have smaller bones, and they lose bone more rapidly than men because of hormone changes that occur after menopause. Therefore, women are at higher risk for osteoporosis.",True
eval_0150,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,7_SeniorHealth_QA::0000050::0000050-15,7_SeniorHealth_QA::0000050::0000050-19,7_SeniorHealth_QA::0000050::0000050,NIHSeniorHealth,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,"The more likely you are to fall, the higher your risk for a fracture. And more severe falls increase your risk for fractures. Factors that increase your risk of falling and of fracturing a bone include - decreased muscle strength - poor balance - impaired eyesight - impaired mental abilities - certain medications, such as tranquilizers and muscle relaxants - hazardous elements in your living environment, such as slippery throw rugs and icy sidewalks. decreased muscle strength poor balance impair",True
eval_0150,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,7_SeniorHealth_QA::0000050::0000050-15,7_SeniorHealth_QA::0000050::0000050-2,7_SeniorHealth_QA::0000050::0000050,NIHSeniorHealth,Who is at risk for Osteoporosis? ?,Osteoporosis,susceptibility,"Risk Factors You Can't Change Some risk factors for osteoporosis cannot be changed. These include - Gender. Women are at higher risk for osteoporosis than men. They have smaller bones and lose bone more rapidly than men do because of hormone changes that occur after menopause. Therefore, if you are a woman, you are at higher risk for osteoporosis. - Age. Because bones become thinner with age, the older you are, the greater your risk of osteoporosis. - Ethnicity. Caucasian and Asian women are at ",True
eval_0152,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,7_SeniorHealth_QA::0000008::0000008-13,1_CancerGov_QA::0000027_1::0000027_1-2,1_CancerGov_QA::0000027_1::0000027_1,CancerGov,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,"A family history of breast cancer and other factors increase the risk of breast cancer. Anything that increases your chance of getting a disease is called a risk factor. Having a risk factor does not mean that you will get cancer; not having risk factors doesn't mean that you will not get cancer. Talk to your doctor if you think you may be at risk for breast cancer. Risk factors for breast cancer include the following: - A personal history of invasive breast cancer, ductal carcinoma in situ (DCI",True
eval_0152,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,7_SeniorHealth_QA::0000008::0000008-13,1_CancerGov_QA::0000027_3::0000027_3-2,1_CancerGov_QA::0000027_3::0000027_3,CancerGov,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,"Sometimes breast cancer occurs in women who are pregnant or have just given birth. Breast cancer occurs about once in every 3,000 pregnancies. It occurs most often between the ages of 32 and 38.",True
eval_0152,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,7_SeniorHealth_QA::0000008::0000008-13,1_CancerGov_QA::0000027_4::0000027_4-3,1_CancerGov_QA::0000027_4::0000027_4,CancerGov,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,Key Points - Avoiding risk factors and increasing protective factors may help prevent cancer. - The following are risk factors for breast cancer: - Older age - A personal history of breast cancer or benign (noncancer) breast disease - Inherited risk of breast cancer - Dense breasts - Exposure of breast tissue to estrogen made in the body - Taking hormone therapy for symptoms of menopause - Radiation therapy to the breast or chest - Obesity - Drinking alcohol - The following are protective factor,True
eval_0152,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,7_SeniorHealth_QA::0000008::0000008-13,1_CancerGov_QA::0000027_5::0000027_5-2,1_CancerGov_QA::0000027_5::0000027_5,CancerGov,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,"Different factors increase or decrease the risk of breast cancer. Anything that increases your chance of getting a disease is called a risk factor. Anything that decreases your chance of getting a disease is called a protective factor. For information about risk factors and protective factors for breast cancer, see the PDQ summary on Breast Cancer Prevention.",True
eval_0152,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,7_SeniorHealth_QA::0000008::0000008-13,7_SeniorHealth_QA::0000008::0000008-13,7_SeniorHealth_QA::0000008::0000008,NIHSeniorHealth,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,"Did You Know: Breast Cancer Statistics? Breast cancer is one of the most common cancers in American women. It is most common among women between the ages of 45-85. Today, more women are surviving breast cancer than ever before. Over two million women are breast cancer survivors. (Watch the video to learn more about breast cancer survival rates. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) Men can ge",True
eval_0152,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,7_SeniorHealth_QA::0000008::0000008-13,7_SeniorHealth_QA::0000008::0000008-16,7_SeniorHealth_QA::0000008::0000008,NIHSeniorHealth,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,"Risk factors are conditions or agents that increase a person's chances of getting a disease. Here are the most common risk factors for breast cancer. - Personal and family history. A personal history of breast cancer or breast cancer among one or more of your close relatives, such as a sister, mother, or daughter. - Estrogen levels in the body. High estrogen levels over a long time may increase the risk of breast cancer. Estrogen levels are highest during the years a woman is menstruating. - Nev",True
eval_0152,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,7_SeniorHealth_QA::0000008::0000008-13,7_SeniorHealth_QA::0000008::0000008-2,7_SeniorHealth_QA::0000008::0000008,NIHSeniorHealth,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,"Some women develop breast cancer and others do not, and the risk factors for the disease vary. Breast cancer may affect younger women, but three-fourths of all breast cancers occur in women between the ages of 45 to 85. In Situ and Invasive Breast Cancer Researchers often talk about breast cancer in two ways: in situ and invasive. In situ refers to cancer that has not spread beyond its site of origin. Invasive applies to cancer that has spread to the tissue around it. This chart shows what the a",True
eval_0152,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,7_SeniorHealth_QA::0000008::0000008-13,7_SeniorHealth_QA::0000008::0000008-26,7_SeniorHealth_QA::0000008::0000008,NIHSeniorHealth,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,"The risks of breast cancer screening tests include the following. - Finding breast cancer may not improve health or help a woman live longer. Screening may not help you if you have fast-growing breast cancer or if it has already spread to other places in your body. Also, some breast cancers found on a screening mammogram may never cause symptoms or become life-threatening. Finding these cancers is called overdiagnosis. Finding breast cancer may not improve health or help a woman live longer. Scr",True
eval_0152,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,7_SeniorHealth_QA::0000008::0000008-13,7_SeniorHealth_QA::0000008::0000008-3,7_SeniorHealth_QA::0000008::0000008,NIHSeniorHealth,Who is at risk for Breast Cancer? ?,Breast Cancer,susceptibility,"What Is Cancer Prevention? Cancer prevention is action taken to lower the chance of getting cancer. By preventing cancer, the number of new cases of cancer in a group or population is lowered. Hopefully, this will lower the number of deaths caused by cancer. When studying ways to prevent cancer, scientists look at risk factors and protective factors. Anything that increases your chance of developing cancer is called a cancer risk factor. Anything that decreases your chance of developing cancer i",True
eval_0158,What causes Proctitis ?,Proctitis,causes,5_NIDDK_QA::0000119::0000119-3,5_NIDDK_QA::0000119::0000119-3,5_NIDDK_QA::0000119::0000119,NIDDK,What causes Proctitis ?,Proctitis,causes,"Proctitis has many causes, including acute, or sudden and short-term, and chronic, or long-lasting, conditions. Among the causes are the following: - Sexually transmitted diseases (STDs). STDs that can be passed when a person is receiving anal sex are a common cause of proctitis. Common STD infections that can cause proctitis include gonorrhea, chlamydia, syphilis, and herpes. Herpes-induced proctitis may be particularly severe in people who are also infected with the HIV virus. - Non-STD infect",True
eval_0158,What causes Proctitis ?,Proctitis,causes,5_NIDDK_QA::0000119::0000119-3,5_NIDDK_QA::0000119::0000119-4,5_NIDDK_QA::0000119::0000119,NIDDK,What causes Proctitis ?,Proctitis,causes,"Proctitis has many causes, including acute, or sudden and short-term, and chronic, or long-lasting, conditions. Among the causes are the following: - Sexually transmitted diseases (STDs). STDs that can be passed when a person is receiving anal sex are a common cause of proctitis. Common STD infections that can cause proctitis include gonorrhea, chlamydia, syphilis, and herpes. Herpes-induced proctitis may be particularly severe in people who are also infected with the HIV virus. - Non-STD infect",True
eval_0161,What are the symptoms of Sarcoidosis ?,Sarcoidosis,symptoms,8_NHLBI_QA_XML::0000116::0000116-4,2_GARD_QA::0005471::0005471-2,2_GARD_QA::0005471::0005471,GARD,What are the symptoms of Sarcoidosis ?,Sarcoidosis,symptoms,"What are the signs and symptoms of Sarcoidosis? Many people who have sarcoidosis don't have symptoms. Others may feel like they are coming down with the flu or a respiratory infection. While almost any body part or system can be affected, the lungs are most commonly involved. If granulomas form in the lungs, symptoms may include shortness of breath (dyspnea), a cough that won't go away, and chest pain. Some people feel very tired, uneasy, or depressed. Night sweats and weight loss are also commo",True
eval_0161,What are the symptoms of Sarcoidosis ?,Sarcoidosis,symptoms,8_NHLBI_QA_XML::0000116::0000116-4,8_NHLBI_QA_XML::0000116::0000116-4,8_NHLBI_QA_XML::0000116::0000116,NHLBI,What are the symptoms of Sarcoidosis ?,Sarcoidosis,symptoms,"Many people who have sarcoidosis have no signs or symptoms or mild ones. Often, the disease is found when a chest x ray is done for another reason (for example, to diagnose pneumonia). The signs and symptoms of sarcoidosis vary depending on which organs are affected. Signs and symptoms also may vary depending on your gender, age, and ethnic background. (For more information, go to ""Who Is at Risk for Sarcoidosis?"") Common Signs and Symptoms In both adults and children, sarcoidosis most often aff",True
eval_0165,What is (are) glucose-6-phosphate dehydrogenase deficiency ?,glucose-6-phosphate dehydrogenase deficiency,information,3_GHR_QA::0000413::0000413-1,2_GARD_QA::0002595::0002595-1,2_GARD_QA::0002595::0002595,GARD,What is (are) Glucose-6-phosphate dehydrogenase deficiency ?,Glucose-6-phosphate dehydrogenase deficiency,information,"Glucose 6 phosphate dehydrogenase (G6PD) deficiency is a hereditary condition in which red blood cells break down (hemolysis) when the body is exposed to certain foods, drugs, infections or stress. This condition occurs when a person is missing or doesn't have enough glucose-6-phosphate dehydrogenase, an enzyme which helps red blood cells work properly. G6PD deficiency is more likely to occur in males, particularly African Americans, and those from certain parts of Africa, Asia, and the Mediterr",True
eval_0165,What is (are) glucose-6-phosphate dehydrogenase deficiency ?,glucose-6-phosphate dehydrogenase deficiency,information,3_GHR_QA::0000413::0000413-1,3_GHR_QA::0000413::0000413-1,3_GHR_QA::0000413::0000413,GHR,What is (are) glucose-6-phosphate dehydrogenase deficiency ?,glucose-6-phosphate dehydrogenase deficiency,information,"Glucose-6-phosphate dehydrogenase deficiency is a genetic disorder that occurs most often in males. This condition mainly affects red blood cells, which carry oxygen from the lungs to tissues throughout the body. In affected individuals, a defect in an enzyme called glucose-6-phosphate dehydrogenase causes red blood cells to break down prematurely. This destruction of red blood cells is called hemolysis. The most common medical problem associated with glucose-6-phosphate dehydrogenase deficiency",True
eval_0166,What are the treatments for Factor XIII deficiency ?,Factor XIII deficiency,treatment,2_GARD_QA::0002222::0002222-3,2_GARD_QA::0002222::0002222-3,2_GARD_QA::0002222::0002222,GARD,What are the treatments for Factor XIII deficiency ?,Factor XIII deficiency,treatment,"How might factor XIII be treated? The amount of Factor XIII necessary for a normal response to trauma is only about 10 percent of that in the normal plasma. People with Factor XIII deficiency are generally given small infusions of fresh or frozen blood plasma (cryoprecipitates), or Factor XIII concentrates every three or four weeks. This has proven to be a highly successful preventive treatment for the disorder. Patients typically have a normal response to trauma while on these transfusions. Whe",True
eval_0166,What are the treatments for Factor XIII deficiency ?,Factor XIII deficiency,treatment,2_GARD_QA::0002222::0002222-3,3_GHR_QA::0000338::0000338-5,3_GHR_QA::0000338::0000338,GHR,What are the treatments for factor XIII deficiency ?,factor XIII deficiency,treatment,"These resources address the diagnosis or management of factor XIII deficiency: - Genetic Testing Registry: Factor xiii, a subunit, deficiency of - Genetic Testing Registry: Factor xiii, b subunit, deficiency of These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care",True
eval_0173,What is (are) Angelman syndrome ?,Angelman syndrome,information,3_GHR_QA::0000058::0000058-1,2_GARD_QA::0000347::0000347-1,2_GARD_QA::0000347::0000347,GARD,What is (are) Angelman syndrome ?,Angelman syndrome,information,"Angelman syndrome is a genetic disorder that primarily affects the nervous system. Characteristic features of this condition include developmental delay, intellectual disability, severe speech impairment, problems with movement and balance (ataxia), epilepsy, and a small head size. Individuals with Angelman syndrome typically have a happy, excitable demeanor with frequent smiling, laughter, and hand-flapping movements. Many of the characteristic features of Angelman syndrome result from the loss",True
eval_0173,What is (are) Angelman syndrome ?,Angelman syndrome,information,3_GHR_QA::0000058::0000058-1,3_GHR_QA::0000058::0000058-1,3_GHR_QA::0000058::0000058,GHR,What is (are) Angelman syndrome ?,Angelman syndrome,information,"Angelman syndrome is a complex genetic disorder that primarily affects the nervous system. Characteristic features of this condition include delayed development, intellectual disability, severe speech impairment, and problems with movement and balance (ataxia). Most affected children also have recurrent seizures (epilepsy) and a small head size (microcephaly). Delayed development becomes noticeable by the age of 6 to 12 months, and other common signs and symptoms usually appear in early childhoo",True
eval_0173,What is (are) Angelman syndrome ?,Angelman syndrome,information,3_GHR_QA::0000058::0000058-1,6_NINDS_QA::0000021::0000021-1,6_NINDS_QA::0000021::0000021,NINDS,What is (are) Angelman Syndrome ?,Angelman Syndrome,information,"Angelman syndrome is a genetic disorder that causes developmental delay and neurological problems. The physician Harry Angelman first delineated the syndrome in 1965, when he described several children in his practice as having ""flat heads, jerky movements, protruding tongues, and bouts of laughter."" Infants with Angelman syndrome appear normal at birth, but often have feeding problems in the first months of life and exhibit noticeable developmental delays by 6 to 12 months. Seizures often begin",True
eval_0181,What is (are) Ollier disease ?,Ollier disease,information,2_GARD_QA::0004532::0004532-1,2_GARD_QA::0004532::0004532-1,2_GARD_QA::0004532::0004532,GARD,What is (are) Ollier disease ?,Ollier disease,information,"Ollier disease is a skeletal disorder characterized by an asymmetric distribution of cartilagenous tumors (endochondromas) which may lead to skeletal deformities and limb-length discrepancy.[3] This condition primarily affects the long bones and cartilage of the joints of the arms and legs, specifically the area where the shaft and head of a long bone meet (metaphyses). Clinical manifestations often appear in the first decade of life. The cause is unknown. There is no medical treatment, although",True
eval_0181,What is (are) Ollier disease ?,Ollier disease,information,2_GARD_QA::0004532::0004532-1,3_GHR_QA::0000750::0000750-1,3_GHR_QA::0000750::0000750,GHR,What is (are) Ollier disease ?,Ollier disease,information,"Ollier disease is a disorder characterized by multiple enchondromas, which are noncancerous (benign) growths of cartilage that develop within the bones. These growths most commonly occur in the limb bones, especially in the bones of the hands and feet; however, they may also occur in the skull, ribs, and bones of the spine (vertebrae). Enchondromas may result in severe bone deformities, shortening of the limbs, and fractures. The signs and symptoms of Ollier disease may be detectable at birth, a",True
eval_0187,Is Hypokalemic periodic paralysis inherited ?,Hypokalemic periodic paralysis,inheritance,2_GARD_QA::0003059::0003059-4,2_GARD_QA::0003059::0003059-4,2_GARD_QA::0003059::0003059,GARD,Is Hypokalemic periodic paralysis inherited ?,Hypokalemic periodic paralysis,inheritance,"How is hypokalemic periodic paralysis inherited? This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder. In most cases, an affected person has one parent with the condition.",True
eval_0187,Is Hypokalemic periodic paralysis inherited ?,Hypokalemic periodic paralysis,inheritance,2_GARD_QA::0003059::0003059-4,3_GHR_QA::0000505::0000505-4,3_GHR_QA::0000505::0000505,GHR,Is hypokalemic periodic paralysis inherited ?,hypokalemic periodic paralysis,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.",True
eval_0189,What is (are) Asthma ?,Asthma,information,2_GARD_QA::0000491::0000491-1,2_GARD_QA::0000491::0000491-1,2_GARD_QA::0000491::0000491,GARD,What is (are) Asthma ?,Asthma,information,"Asthma is a breathing disorder that affects the airways. People with this condition experience recurrent swelling and narrowing of the airways of the lungs which is associated with wheezing, shortness of breath, chest tightness, and coughing. Most affected people have episodes of symptoms (""asthma attacks"") followed by symptom-free periods; however, some may experience persistent shortness of breath in between attacks. Asthma is considered a complex or multifactorial condition that is likely due",True
eval_0189,What is (are) Asthma ?,Asthma,information,2_GARD_QA::0000491::0000491-1,4_MPlus_Health_Topics_QA::0000065::0000065-1,4_MPlus_Health_Topics_QA::0000065::0000065,MPlusHealthTopics,What is (are) Asthma ?,Asthma,information,"Asthma is a chronic disease that affects your airways. Your airways are tubes that carry air in and out of your lungs. If you have asthma, the inside walls of your airways become sore and swollen. That makes them very sensitive, and they may react strongly to things that you are allergic to or find irritating. When your airways react, they get narrower and your lungs get less air. Symptoms of asthma include - Wheezing - Coughing, especially early in the morning or at night - Chest tightness - Sh",True
eval_0189,What is (are) Asthma ?,Asthma,information,2_GARD_QA::0000491::0000491-1,8_NHLBI_QA_XML::0000010::0000010-1,8_NHLBI_QA_XML::0000010::0000010,NHLBI,What is (are) Asthma ?,Asthma,information,"Espaol Asthma (AZ-ma) is a chronic (long-term) lung disease that inflames and narrows the airways. Asthma causes recurring periods of wheezing (a whistling sound when you breathe), chest tightness, shortness of breath, and coughing. The coughing often occurs at night or early in the morning. Asthma affects people of all ages, but it most often starts during childhood. In the United States, more than 25 million people are known to have asthma. About 7million of these people are children. Overview",True
eval_0193,Is hypokalemic periodic paralysis inherited ?,hypokalemic periodic paralysis,inheritance,3_GHR_QA::0000505::0000505-4,2_GARD_QA::0003059::0003059-4,2_GARD_QA::0003059::0003059,GARD,Is Hypokalemic periodic paralysis inherited ?,Hypokalemic periodic paralysis,inheritance,"How is hypokalemic periodic paralysis inherited? This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder. In most cases, an affected person has one parent with the condition.",True
eval_0193,Is hypokalemic periodic paralysis inherited ?,hypokalemic periodic paralysis,inheritance,3_GHR_QA::0000505::0000505-4,3_GHR_QA::0000505::0000505-4,3_GHR_QA::0000505::0000505,GHR,Is hypokalemic periodic paralysis inherited ?,hypokalemic periodic paralysis,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.",True
eval_0196,What is (are) Kidney Stones in Adults ?,Kidney Stones in Adults,information,5_NIDDK_QA::0000203::0000203-2,5_NIDDK_QA::0000203::0000203-1,5_NIDDK_QA::0000203::0000203,NIDDK,What is (are) Kidney Stones in Adults ?,Kidney Stones in Adults,information,"A kidney stone is a solid piece of material that forms in a kidney when substances that are normally found in the urine become highly concentrated. A stone may stay in the kidney or travel down the urinary tract. Kidney stones vary in size. A small stone may pass on its own, causing little or no pain. A larger stone may get stuck along the urinary tract and can block the flow of urine, causing severe pain or bleeding. Kidney stones are one of the most common disorders of the urinary tract. Each ",True
eval_0196,What is (are) Kidney Stones in Adults ?,Kidney Stones in Adults,information,5_NIDDK_QA::0000203::0000203-2,5_NIDDK_QA::0000203::0000203-2,5_NIDDK_QA::0000203::0000203,NIDDK,What is (are) Kidney Stones in Adults ?,Kidney Stones in Adults,information,"The urinary tract is the bodys drainage system for removing wastes and extra water. The urinary tract includes two kidneys, two ureters, a bladder, and a urethra. The kidneys are two bean-shaped organs, each about the size of a fist. They are located near the middle of the back, just below the rib cage, one on each side of the spine. Every day, the two kidneys process about 200 quarts of blood to produce about 1 to 2 quarts of urine, composed of wastes and extra water. The urine flows from the k",True
eval_0196,What is (are) Kidney Stones in Adults ?,Kidney Stones in Adults,information,5_NIDDK_QA::0000203::0000203-2,5_NIDDK_QA::0000203::0000203-5,5_NIDDK_QA::0000203::0000203,NIDDK,What is (are) Kidney Stones in Adults ?,Kidney Stones in Adults,information,"Four major types of kidney stones can form: - Calcium stones are the most common type of kidney stone and occur in two major forms: calcium oxalate and calcium phosphate. Calcium oxalate stones are more common. Calcium oxalate stone formation may be caused by high calcium and high oxalate excretion. Calcium phosphate stones are caused by the combination of high urine calcium and alkaline urine, meaning the urine has a high pH. - Uric acid stones form when the urine is persistently acidic. A diet",True
eval_0197,What to do for Biliary Atresia ?,Biliary Atresia,considerations,5_NIDDK_QA::0000183::0000183-10,5_NIDDK_QA::0000183::0000183-10,5_NIDDK_QA::0000183::0000183,NIDDK,What to do for Biliary Atresia ?,Biliary Atresia,considerations,"- Biliary atresia is a life-threatening condition in infants in which the bile ducts inside or outside the liver do not have normal openings. - The first symptom of biliary atresia is jaundicewhen the skin and whites of the eyes turn yellow. Other symptoms include dark urine, gray or white stools, and slow weight gain and growth. - Biliary atresia likely has multiple causes, though none is yet proven. - No single test can definitively diagnose biliary atresia, so a series of tests is needed, inc",True
eval_0197,What to do for Biliary Atresia ?,Biliary Atresia,considerations,5_NIDDK_QA::0000183::0000183-10,5_NIDDK_QA::0000183::0000183-9,5_NIDDK_QA::0000183::0000183,NIDDK,What to do for Biliary Atresia ?,Biliary Atresia,considerations,"Infants with biliary atresia often have nutritional deficiencies and require special diets as they grow up. They may need a higher calorie diet, because biliary atresia leads to a faster metabolism. The disease also prevents them from digesting fats and can lead to protein and vitamin deficiencies. Vitamin supplements may be recommended, along with adding medium-chain triglyceride oil to foods, liquids, and infant formula. The oil adds calories and is easier to digest without bile than other typ",True
